date_start,time_start,date_end,time_end,duration_h,plant,reason,origin_code,origin_label,mwh_curtailed,pld_avg_rs_mwh
2025-10-09,15:30,2025-10-09,16:00,1.000,Mauriti 6,CNF,LOC,LOC — Local (near plant),6.492,309.780
2025-10-09,15:30,2025-10-09,16:00,1.000,Mauriti 7,CNF,LOC,LOC — Local (near plant),1.317,309.780
2025-10-09,15:00,2025-10-09,16:00,1.500,Mauriti 4,CNF,LOC,LOC — Local (near plant),3.238,309.780
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),19.726,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),24.273,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),34.112,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),5.935,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),36.870,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),35.228,118.720
2025-10-09,06:00,2025-10-09,07:00,1.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),35.871,118.720
2025-10-09,06:00,2025-10-09,06:00,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),2.549,148.780
2025-10-08,16:00,2025-10-08,16:00,0.500,Mauriti 1,CNF,LOC,LOC — Local (near plant),1.110,319.060
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 8,CNF,LOC,LOC — Local (near plant),4.912,314.090
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 5,CNF,LOC,LOC — Local (near plant),6.216,314.090
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 2,CNF,LOC,LOC — Local (near plant),3.538,314.090
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 3,CNF,LOC,LOC — Local (near plant),2.748,314.090
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 6,CNF,LOC,LOC — Local (near plant),6.525,314.090
2025-10-08,15:30,2025-10-08,16:00,1.000,Mauriti 7,CNF,LOC,LOC — Local (near plant),2.090,314.090
2025-10-08,15:00,2025-10-08,16:00,1.500,Mauriti 4,CNF,LOC,LOC — Local (near plant),4.260,312.433
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),16.453,221.480
2025-10-08,06:00,2025-10-08,06:00,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),2.168,302.920
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),35.390,221.480
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),6.657,221.480
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),28.501,221.480
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),18.908,221.480
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),4.340,221.480
2025-10-08,06:00,2025-10-08,07:00,1.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),38.489,221.480
2025-10-07,15:00,2025-10-07,15:00,0.500,Mauriti 4,CNF,LOC,LOC — Local (near plant),2.302,308.810
2025-10-07,06:30,2025-10-07,07:00,1.000,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),28.687,104.470
2025-10-07,06:30,2025-10-07,07:00,1.000,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),29.257,104.470
2025-10-07,06:30,2025-10-07,07:00,1.000,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),30.062,104.470
2025-10-07,06:30,2025-10-07,07:00,1.000,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),5.509,104.470
2025-10-07,06:30,2025-10-07,07:00,1.000,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),3.229,104.470
2025-10-07,06:00,2025-10-07,07:00,1.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),19.700,119.760
2025-10-07,06:00,2025-10-07,06:00,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),0.436,150.340
2025-10-07,06:00,2025-10-07,07:00,1.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),36.123,119.760
2025-10-06,16:00,2025-10-06,16:00,0.500,Mauriti 2,CNF,LOC,LOC — Local (near plant),1.754,316.250
2025-10-06,16:00,2025-10-06,16:00,0.500,Mauriti 3,CNF,LOC,LOC — Local (near plant),4.775,316.250
2025-10-06,16:00,2025-10-06,16:00,0.500,Mauriti 1,CNF,LOC,LOC — Local (near plant),2.095,316.250
2025-10-06,16:00,2025-10-06,16:00,0.500,Mauriti 4,CNF,LOC,LOC — Local (near plant),2.306,316.250
2025-10-06,15:30,2025-10-06,16:00,1.000,Mauriti 8,CNF,LOC,LOC — Local (near plant),4.179,312.615
2025-10-06,15:30,2025-10-06,16:00,1.000,Mauriti 7,CNF,LOC,LOC — Local (near plant),1.470,312.615
2025-10-06,15:30,2025-10-06,16:00,1.000,Mauriti 6,CNF,LOC,LOC — Local (near plant),4.324,312.615
2025-10-06,15:30,2025-10-06,16:00,1.000,Mauriti 5,CNF,LOC,LOC — Local (near plant),2.838,312.615
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),18.332,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),19.678,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),8.227,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),3.886,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),13.347,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),14.959,58.600
2025-10-06,06:30,2025-10-06,07:00,1.000,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),18.656,58.600
2025-10-05,06:30,2025-10-05,06:30,0.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),15.034,58.600
2025-10-05,06:30,2025-10-05,06:30,0.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),15.163,58.600
2025-10-05,06:30,2025-10-05,06:30,0.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),10.477,58.600
2025-10-05,06:30,2025-10-05,06:30,0.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),2.739,58.600
2025-10-05,06:30,2025-10-05,06:30,0.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),14.582,58.600
2025-10-05,06:00,2025-10-05,06:30,1.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),24.228,58.600
2025-10-05,06:00,2025-10-05,06:30,1.000,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),13.505,58.600
2025-10-03,15:30,2025-10-03,16:30,1.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),12.672,298.687
2025-10-03,15:30,2025-10-03,16:30,1.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),4.556,298.687
2025-10-03,15:30,2025-10-03,16:30,1.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),5.060,298.687
2025-10-03,15:30,2025-10-03,15:30,0.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),5.861,295.580
2025-10-03,15:30,2025-10-03,16:30,1.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),9.974,298.687
2025-10-03,15:30,2025-10-03,16:30,1.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),9.957,298.687
2025-10-03,15:00,2025-10-03,16:30,2.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),9.532,297.910
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),7.415,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),44.171,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),37.299,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),28.190,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),38.469,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),5.803,58.600
2025-10-03,06:00,2025-10-03,07:00,1.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),42.660,58.600
2025-10-03,06:00,2025-10-03,06:00,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),3.492,58.600
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),22.965,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),4.563,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),24.015,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),18.356,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),15.878,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),10.121,102.045
2025-10-02,06:30,2025-10-02,07:00,1.000,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),21.918,102.045
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),7.224,296.840
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),1.632,296.840
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),6.502,296.840
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),2.059,296.840
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),5.613,296.840
2025-10-01,15:30,2025-10-01,15:30,0.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),4.352,296.840
2025-10-01,15:00,2025-10-01,15:30,1.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),19.483,296.840
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),16.898,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),15.038,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),18.531,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),13.669,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),7.834,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),4.112,100.730
2025-10-01,06:30,2025-10-01,07:00,1.000,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),18.556,100.730
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),0.616,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),0.384,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),0.636,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 7,CNF,SIS,SIS — Systemic (regional grid),0.029,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),0.376,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),0.737,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),0.789,289.870
2025-09-30,05:30,2025-09-30,05:30,0.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),0.722,289.870
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 3,CNF,SIS,SIS — Systemic (regional grid),0.147,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 2,CNF,SIS,SIS — Systemic (regional grid),0.254,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 6,CNF,SIS,SIS — Systemic (regional grid),0.428,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 5,CNF,SIS,SIS — Systemic (regional grid),0.480,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 4,CNF,SIS,SIS — Systemic (regional grid),0.638,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 8,CNF,SIS,SIS — Systemic (regional grid),0.123,143.850
2025-09-29,06:00,2025-09-29,06:00,0.500,Mauriti 1,CNF,SIS,SIS — Systemic (regional grid),0.345,143.850
2025-09-09,16:30,2025-09-09,17:00,1.000,Mauriti 7,CNF,LOC,LOC — Local (near plant),0.157,343.265
2025-09-09,16:30,2025-09-09,17:00,1.000,Mauriti 2,CNF,LOC,LOC — Local (near plant),0.402,343.265
2025-09-09,16:30,2025-09-09,17:00,1.000,Mauriti 4,CNF,LOC,LOC — Local (near plant),0.662,343.265
