MES_REFERENCIA;SUBMERCADO;PERIODO_COMERCIALIZACAO;DIA;HORA;PLD_HORA
202607;SUDESTE;314;14;1;185.23
202607;SUL;314;14;1;175.2
202607;NORDESTE;315;14;2;184.72
202607;NORTE;315;14;2;184.73
202607;SUDESTE;315;14;2;184.72
202607;SUL;315;14;2;184.71
202607;NORDESTE;316;14;3;183.01
202607;NORTE;316;14;3;183.02
202607;SUDESTE;316;14;3;183.01
202607;SUL;316;14;3;183.0
202607;NORDESTE;317;14;4;184.28
202607;NORTE;317;14;4;184.29
202607;SUDESTE;317;14;4;184.28
202607;SUL;317;14;4;184.27
202607;NORDESTE;318;14;5;185.84
202607;NORTE;318;14;5;185.84
202607;SUDESTE;318;14;5;185.84
202607;SUL;318;14;5;185.6
202607;NORDESTE;319;14;6;186.9
202607;NORTE;319;14;6;186.91
202607;SUDESTE;319;14;6;186.9
202607;SUL;319;14;6;186.89
202607;NORDESTE;320;14;7;180.98
202607;NORTE;320;14;7;180.99
202607;SUDESTE;320;14;7;180.99
202607;SUL;320;14;7;180.98
202607;NORDESTE;321;14;8;57.31
202607;NORTE;321;14;8;57.31
202607;SUDESTE;321;14;8;57.31
202607;SUL;321;14;8;57.31
202607;NORDESTE;322;14;9;57.31
202607;NORTE;322;14;9;57.31
202607;SUDESTE;322;14;9;57.31
202607;SUL;322;14;9;57.31
202607;NORDESTE;323;14;10;57.31
202607;NORTE;323;14;10;57.31
202607;SUDESTE;323;14;10;57.31
202607;SUL;323;14;10;57.31
202607;NORDESTE;324;14;11;57.31
202607;NORTE;324;14;11;57.31
202607;SUDESTE;324;14;11;57.31
202607;SUL;324;14;11;57.31
202607;NORDESTE;325;14;12;57.31
202607;NORTE;325;14;12;57.31
202607;SUDESTE;325;14;12;57.31
202607;SUL;325;14;12;57.31
202607;NORDESTE;326;14;13;57.31
202607;NORTE;326;14;13;57.31
202607;SUDESTE;326;14;13;57.31
202607;SUL;326;14;13;57.31
202607;NORDESTE;327;14;14;57.31
202607;NORTE;327;14;14;57.31
202607;SUDESTE;327;14;14;57.31
202607;SUL;327;14;14;57.31
202607;NORDESTE;328;14;15;109.86
202607;NORTE;328;14;15;109.87
202607;SUDESTE;328;14;15;109.87
202607;SUL;328;14;15;109.86
202607;NORDESTE;329;14;16;196.38
202607;NORTE;329;14;16;196.39
202607;SUDESTE;329;14;16;196.38
202607;SUL;329;14;16;196.37
202607;NORDESTE;330;14;17;225.9
202607;NORTE;330;14;17;225.91
202607;SUDESTE;330;14;17;225.91
202607;SUL;330;14;17;225.9
202607;NORDESTE;331;14;18;230.83
202607;NORTE;331;14;18;230.83
202607;SUDESTE;331;14;18;230.83
202607;SUL;331;14;18;230.83
202607;NORDESTE;332;14;19;210.37
202607;NORTE;332;14;19;210.38
202607;SUDESTE;332;14;19;210.38
202607;SUL;332;14;19;210.38
202607;NORDESTE;333;14;20;201.14
202607;NORTE;333;14;20;201.14
202607;SUDESTE;333;14;20;201.14
202607;SUL;333;14;20;201.14
202607;NORDESTE;334;14;21;200.48
202607;NORTE;334;14;21;200.49
202607;SUDESTE;334;14;21;200.48
202607;SUL;334;14;21;200.47
202607;NORDESTE;335;14;22;192.19
202607;NORTE;335;14;22;192.2
202607;SUDESTE;335;14;22;192.19
202607;SUL;335;14;22;192.18
202607;NORDESTE;336;14;23;188.77
202607;NORTE;336;14;23;188.78
202607;SUDESTE;336;14;23;188.78
202607;SUL;336;14;23;188.77
202607;NORDESTE;289;13;0;178.23
202607;NORTE;289;13;0;178.24
202607;SUDESTE;289;13;0;178.24
202607;SUL;289;13;0;178.23
202607;NORDESTE;290;13;1;175.17
202607;NORTE;290;13;1;175.18
202607;SUDESTE;290;13;1;175.17
202607;SUL;290;13;1;175.16
202607;NORDESTE;291;13;2;175.15
202607;NORTE;291;13;2;175.16
202607;SUDESTE;291;13;2;175.15
202607;SUL;291;13;2;175.14
202607;NORDESTE;292;13;3;174.65
202607;NORTE;292;13;3;174.66
202607;SUDESTE;292;13;3;174.65
202607;SUL;292;13;3;174.64
202607;NORDESTE;293;13;4;175.1
202607;NORTE;293;13;4;175.11
202607;SUDESTE;293;13;4;175.1
202607;SUL;293;13;4;174.98
202607;NORDESTE;294;13;5;176.51
202607;NORTE;294;13;5;176.52
202607;SUDESTE;294;13;5;176.52
202607;SUL;294;13;5;174.59
202607;NORDESTE;295;13;6;178.96
202607;NORTE;295;13;6;178.97
202607;SUDESTE;295;13;6;178.96
202607;SUL;295;13;6;178.95
202607;NORDESTE;296;13;7;175.47
202607;NORTE;296;13;7;175.48
202607;SUDESTE;296;13;7;175.47
202607;SUL;296;13;7;175.46
202607;NORDESTE;297;13;8;88.26
202607;NORTE;297;13;8;88.27
202607;SUDESTE;297;13;8;88.26
202607;SUL;297;13;8;88.26
202607;NORDESTE;298;13;9;57.31
202607;NORTE;298;13;9;57.31
202607;SUDESTE;298;13;9;57.31
202607;SUL;298;13;9;57.31
202607;NORDESTE;299;13;10;57.31
202607;NORTE;299;13;10;57.31
202607;SUDESTE;299;13;10;57.31
202607;SUL;299;13;10;57.31
202607;NORDESTE;300;13;11;57.31
202607;NORTE;300;13;11;57.31
202607;SUDESTE;300;13;11;57.31
202607;SUL;300;13;11;57.31
202607;NORDESTE;301;13;12;57.31
202607;NORTE;301;13;12;57.31
202607;SUDESTE;301;13;12;57.31
202607;SUL;301;13;12;57.31
202607;NORDESTE;302;13;13;57.31
202607;NORTE;302;13;13;57.31
202607;SUDESTE;302;13;13;57.31
202607;SUL;302;13;13;57.31
202607;NORDESTE;303;13;14;57.31
202607;NORTE;303;13;14;57.31
202607;SUDESTE;303;13;14;57.31
202607;SUL;303;13;14;57.31
202607;NORDESTE;304;13;15;178.54
202607;NORTE;304;13;15;178.55
202607;SUDESTE;304;13;15;178.55
202607;SUL;304;13;15;178.54
202607;NORDESTE;305;13;16;203.68
202607;NORTE;305;13;16;203.69
202607;SUDESTE;305;13;16;203.68
202607;SUL;305;13;16;203.67
202607;NORDESTE;306;13;17;245.59
202607;NORTE;306;13;17;245.58
202607;SUDESTE;306;13;17;245.58
202607;SUL;306;13;17;245.58
202607;NORDESTE;307;13;18;303.75
202607;NORTE;307;13;18;303.76
202607;SUDESTE;307;13;18;303.76
202607;SUL;307;13;18;303.76
202607;NORDESTE;308;13;19;252.19
202607;NORTE;308;13;19;252.19
202607;SUDESTE;308;13;19;252.19
202607;SUL;308;13;19;252.19
202607;NORDESTE;309;13;20;238.34
202607;NORTE;309;13;20;238.35
202607;SUDESTE;309;13;20;238.35
202607;SUL;309;13;20;238.35
202607;NORDESTE;310;13;21;231.87
202607;NORTE;310;13;21;231.87
202607;SUDESTE;310;13;21;231.87
202607;SUL;310;13;21;231.87
202607;NORDESTE;311;13;22;216.86
202607;NORTE;311;13;22;216.87
202607;SUDESTE;311;13;22;216.86
202607;SUL;311;13;22;216.86
202607;NORDESTE;312;13;23;203.0
202607;NORTE;312;13;23;203.01
202607;SUDESTE;312;13;23;203.0
202607;SUL;312;13;23;202.99
202607;NORDESTE;265;12;0;170.0
202607;NORTE;265;12;0;170.01
202607;SUDESTE;265;12;0;170.0
202607;SUL;265;12;0;169.99
202607;NORDESTE;266;12;1;154.93
202607;NORTE;266;12;1;154.94
202607;SUDESTE;266;12;1;154.94
202607;SUL;266;12;1;154.93
202607;NORDESTE;267;12;2;151.58
202607;NORTE;267;12;2;151.59
202607;SUDESTE;267;12;2;151.58
202607;SUL;267;12;2;151.57
202607;NORDESTE;268;12;3;149.46
202607;NORTE;268;12;3;149.47
202607;SUDESTE;268;12;3;149.46
202607;SUL;268;12;3;149.45
202607;NORDESTE;269;12;4;149.08
202607;NORTE;269;12;4;149.09
202607;SUDESTE;269;12;4;149.08
202607;SUL;269;12;4;149.07
202607;NORDESTE;270;12;5;149.06
202607;NORTE;270;12;5;149.07
202607;SUDESTE;270;12;5;149.07
202607;SUL;270;12;5;149.06
202607;NORDESTE;271;12;6;127.63
202607;NORTE;271;12;6;127.64
202607;SUDESTE;271;12;6;127.64
202607;SUL;271;12;6;127.63
202607;NORDESTE;272;12;7;57.31
202607;NORTE;272;12;7;57.31
202607;SUDESTE;272;12;7;57.31
202607;SUL;272;12;7;57.31
202607;NORDESTE;273;12;8;57.31
202607;NORTE;273;12;8;57.31
202607;SUDESTE;273;12;8;57.31
202607;SUL;273;12;8;57.31
202607;NORDESTE;274;12;9;57.31
202607;NORTE;274;12;9;57.31
202607;SUDESTE;274;12;9;57.31
202607;SUL;274;12;9;57.31
202607;NORDESTE;275;12;10;57.31
202607;NORTE;275;12;10;57.31
202607;SUDESTE;275;12;10;57.31
202607;SUL;275;12;10;57.31
202607;NORDESTE;276;12;11;57.31
202607;NORTE;276;12;11;57.31
202607;SUDESTE;276;12;11;57.31
202607;SUL;276;12;11;57.31
202607;NORDESTE;277;12;12;57.31
202607;NORTE;277;12;12;57.31
202607;SUDESTE;277;12;12;57.31
202607;SUL;277;12;12;57.31
202607;NORDESTE;278;12;13;57.31
202607;NORTE;278;12;13;57.31
202607;SUDESTE;278;12;13;57.31
202607;SUL;278;12;13;57.31
202607;NORDESTE;279;12;14;57.31
202607;NORTE;279;12;14;57.31
202607;SUDESTE;279;12;14;57.31
202607;SUL;279;12;14;57.31
202607;NORDESTE;280;12;15;57.31
202607;NORTE;280;12;15;57.31
202607;SUDESTE;280;12;15;57.31
202607;SUL;280;12;15;57.31
202607;NORDESTE;281;12;16;143.28
202607;NORTE;281;12;16;143.29
202607;SUDESTE;281;12;16;143.29
202607;SUL;281;12;16;143.28
202607;NORDESTE;282;12;17;191.56
202607;NORTE;282;12;17;191.56
202607;SUDESTE;282;12;17;191.56
202607;SUL;282;12;17;191.55
202607;NORDESTE;283;12;18;210.23
202607;NORTE;283;12;18;210.23
202607;SUDESTE;283;12;18;210.23
202607;SUL;283;12;18;210.22
202607;NORDESTE;284;12;19;193.42
202607;NORTE;284;12;19;193.42
202607;SUDESTE;284;12;19;193.42
202607;SUL;284;12;19;193.41
202607;NORDESTE;285;12;20;186.59
202607;NORTE;285;12;20;186.6
202607;SUDESTE;285;12;20;186.6
202607;SUL;285;12;20;186.59
202607;NORDESTE;286;12;21;185.89
202607;NORTE;286;12;21;185.9
202607;SUDESTE;286;12;21;185.89
202607;SUL;286;12;21;185.89
202607;NORDESTE;287;12;22;183.67
202607;NORTE;287;12;22;183.68
202607;SUDESTE;287;12;22;183.68
202607;SUL;287;12;22;183.67
202607;NORDESTE;288;12;23;179.84
202607;NORTE;288;12;23;179.85
202607;SUDESTE;288;12;23;179.84
202607;SUL;288;12;23;179.84
202607;NORDESTE;241;11;0;187.21
202607;NORTE;241;11;0;187.22
202607;SUDESTE;241;11;0;187.21
202607;SUL;241;11;0;187.2
202607;NORDESTE;242;11;1;184.84
202607;NORTE;242;11;1;184.85
202607;SUDESTE;242;11;1;184.84
202607;SUL;242;11;1;184.83
202607;NORDESTE;243;11;2;183.98
202607;NORTE;243;11;2;183.99
202607;SUDESTE;243;11;2;183.98
202607;SUL;243;11;2;183.97
202607;NORDESTE;244;11;3;183.3
202607;NORTE;244;11;3;183.31
202607;SUDESTE;244;11;3;183.31
202607;SUL;244;11;3;183.3
202607;NORDESTE;245;11;4;183.93
202607;NORTE;245;11;4;183.94
202607;SUDESTE;245;11;4;183.94
202607;SUL;245;11;4;183.93
202607;NORDESTE;246;11;5;183.91
202607;NORTE;246;11;5;183.91
202607;SUDESTE;246;11;5;183.91
202607;SUL;246;11;5;183.9
202607;NORDESTE;247;11;6;182.62
202607;NORTE;247;11;6;182.63
202607;SUDESTE;247;11;6;182.63
202607;SUL;247;11;6;182.62
202607;NORDESTE;248;11;7;71.38
202607;NORTE;248;11;7;71.39
202607;SUDESTE;248;11;7;71.38
202607;SUL;248;11;7;71.38
202607;NORDESTE;249;11;8;57.31
202607;NORTE;249;11;8;57.31
202607;SUDESTE;249;11;8;57.31
202607;SUL;249;11;8;57.31
202607;NORDESTE;250;11;9;57.31
202607;NORTE;250;11;9;57.31
202607;SUDESTE;250;11;9;57.31
202607;SUL;250;11;9;57.31
202607;NORDESTE;251;11;10;57.31
202607;NORTE;251;11;10;57.31
202607;SUDESTE;251;11;10;57.31
202607;SUL;251;11;10;57.31
202607;NORDESTE;252;11;11;57.31
202607;NORTE;252;11;11;57.31
202607;SUDESTE;252;11;11;57.31
202607;SUL;252;11;11;57.31
202607;NORDESTE;253;11;12;57.31
202607;NORTE;253;11;12;57.31
202607;SUDESTE;253;11;12;57.31
202607;SUL;253;11;12;57.31
202607;NORDESTE;254;11;13;57.31
202607;NORTE;254;11;13;57.31
202607;SUDESTE;254;11;13;57.31
202607;SUL;254;11;13;57.31
202607;NORDESTE;255;11;14;57.31
202607;NORTE;255;11;14;57.31
202607;SUDESTE;255;11;14;57.31
202607;SUL;255;11;14;57.31
202607;NORDESTE;256;11;15;57.31
202607;NORTE;256;11;15;57.31
202607;SUDESTE;256;11;15;57.31
202607;SUL;256;11;15;57.31
202607;NORDESTE;257;11;16;187.29
202607;NORTE;257;11;16;187.3
202607;SUDESTE;257;11;16;187.29
202607;SUL;257;11;16;187.28
202607;NORDESTE;258;11;17;223.15
202607;NORTE;258;11;17;223.14
202607;SUDESTE;258;11;17;223.14
202607;SUL;258;11;17;223.13
202607;NORDESTE;259;11;18;235.43
202607;NORTE;259;11;18;235.44
202607;SUDESTE;259;11;18;235.44
202607;SUL;259;11;18;235.43
202607;NORDESTE;260;11;19;206.96
202607;NORTE;260;11;19;206.96
202607;SUDESTE;260;11;19;206.96
202607;SUL;260;11;19;206.95
202607;NORDESTE;261;11;20;191.41
202607;NORTE;261;11;20;191.42
202607;SUDESTE;261;11;20;191.41
202607;SUL;261;11;20;191.4
202607;NORDESTE;262;11;21;189.07
202607;NORTE;262;11;21;189.08
202607;SUDESTE;262;11;21;189.07
202607;SUL;262;11;21;189.06
202607;NORDESTE;263;11;22;188.08
202607;NORTE;263;11;22;188.09
202607;SUDESTE;263;11;22;188.08
202607;SUL;263;11;22;188.07
202607;NORDESTE;264;11;23;186.18
202607;NORTE;264;11;23;186.19
202607;SUDESTE;264;11;23;186.18
202607;SUL;264;11;23;186.17
202607;NORDESTE;217;10;0;155.97
202607;NORTE;217;10;0;155.98
202607;SUDESTE;217;10;0;155.97
202607;SUL;217;10;0;155.96
202607;NORDESTE;218;10;1;152.3
202607;NORTE;218;10;1;152.31
202607;SUDESTE;218;10;1;152.3
202607;SUL;218;10;1;152.29
202607;NORDESTE;219;10;2;149.32
202607;NORTE;219;10;2;149.33
202607;SUDESTE;219;10;2;149.33
202607;SUL;219;10;2;149.32
202607;NORDESTE;220;10;3;149.37
202607;NORTE;220;10;3;149.38
202607;SUDESTE;220;10;3;149.38
202607;SUL;220;10;3;149.37
202607;NORDESTE;221;10;4;151.43
202607;NORTE;221;10;4;151.44
202607;SUDESTE;221;10;4;151.43
202607;SUL;221;10;4;151.42
202607;NORDESTE;222;10;5;154.14
202607;NORTE;222;10;5;154.15
202607;SUDESTE;222;10;5;154.15
202607;SUL;222;10;5;154.14
202607;NORDESTE;223;10;6;155.04
202607;NORTE;223;10;6;155.05
202607;SUDESTE;223;10;6;155.05
202607;SUL;223;10;6;155.04
202607;NORDESTE;224;10;7;151.04
202607;NORTE;224;10;7;151.05
202607;SUDESTE;224;10;7;151.05
202607;SUL;224;10;7;151.05
202607;NORDESTE;225;10;8;57.31
202607;NORTE;225;10;8;57.31
202607;SUDESTE;225;10;8;57.31
202607;SUL;225;10;8;57.31
202607;NORDESTE;226;10;9;57.31
202607;NORTE;226;10;9;57.31
202607;SUDESTE;226;10;9;57.31
202607;SUL;226;10;9;57.31
202607;NORDESTE;227;10;10;57.31
202607;NORTE;227;10;10;57.31
202607;SUDESTE;227;10;10;57.31
202607;SUL;227;10;10;57.31
202607;NORDESTE;228;10;11;57.31
202607;NORTE;228;10;11;57.31
202607;SUDESTE;228;10;11;57.31
202607;SUL;228;10;11;57.31
202607;NORDESTE;229;10;12;57.31
202607;NORTE;229;10;12;57.31
202607;SUDESTE;229;10;12;57.31
202607;SUL;229;10;12;57.31
202607;NORDESTE;230;10;13;57.31
202607;NORTE;230;10;13;57.31
202607;SUDESTE;230;10;13;57.31
202607;SUL;230;10;13;57.31
202607;NORDESTE;231;10;14;62.71
202607;NORTE;231;10;14;62.71
202607;SUDESTE;231;10;14;62.71
202607;SUL;231;10;14;62.71
202607;NORDESTE;232;10;15;155.61
202607;NORTE;232;10;15;155.62
202607;SUDESTE;232;10;15;155.61
202607;SUL;232;10;15;155.61
202607;NORDESTE;233;10;16;165.04
202607;NORTE;233;10;16;165.05
202607;SUDESTE;233;10;16;165.05
202607;SUL;233;10;16;165.04
202607;NORDESTE;234;10;17;185.1
202607;NORTE;234;10;17;185.11
202607;SUDESTE;234;10;17;185.11
202607;SUL;234;10;17;185.11
202607;NORDESTE;235;10;18;193.26
202607;NORTE;235;10;18;193.26
202607;SUDESTE;235;10;18;193.26
202607;SUL;235;10;18;193.26
202607;NORDESTE;236;10;19;182.03
202607;NORTE;236;10;19;182.03
202607;SUDESTE;236;10;19;182.03
202607;SUL;236;10;19;182.03
202607;NORDESTE;237;10;20;176.76
202607;NORTE;237;10;20;176.77
202607;SUDESTE;237;10;20;176.77
202607;SUL;237;10;20;176.77
202607;NORDESTE;238;10;21;174.64
202607;NORTE;238;10;21;174.64
202607;SUDESTE;238;10;21;174.64
202607;SUL;238;10;21;174.64
202607;NORDESTE;239;10;22;167.06
202607;NORTE;239;10;22;167.07
202607;SUDESTE;239;10;22;167.07
202607;SUL;239;10;22;167.06
202607;NORDESTE;240;10;23;161.32
202607;NORTE;240;10;23;161.33
202607;SUDESTE;240;10;23;161.32
202607;SUL;240;10;23;161.32
202607;NORDESTE;193;9;0;152.76
202607;NORTE;193;9;0;152.77
202607;SUDESTE;193;9;0;152.76
202607;SUL;193;9;0;152.75
202607;NORDESTE;194;9;1;147.35
202607;NORTE;194;9;1;147.36
202607;SUDESTE;194;9;1;147.35
202607;SUL;194;9;1;147.34
202607;NORDESTE;195;9;2;119.92
202607;NORTE;195;9;2;119.93
202607;SUDESTE;195;9;2;119.93
202607;SUL;195;9;2;119.93
202607;NORDESTE;196;9;3;125.21
202607;NORTE;196;9;3;125.22
202607;SUDESTE;196;9;3;125.22
202607;SUL;196;9;3;125.21
202607;NORDESTE;197;9;4;144.12
202607;NORTE;197;9;4;144.13
202607;SUDESTE;197;9;4;144.13
202607;SUL;197;9;4;144.12
202607;NORDESTE;198;9;5;150.68
202607;NORTE;198;9;5;150.68
202607;SUDESTE;198;9;5;150.68
202607;SUL;198;9;5;150.67
202607;NORDESTE;199;9;6;152.8
202607;NORTE;199;9;6;152.81
202607;SUDESTE;199;9;6;152.8
202607;SUL;199;9;6;152.79
202607;NORDESTE;200;9;7;112.93
202607;NORTE;200;9;7;112.94
202607;SUDESTE;200;9;7;112.94
202607;SUL;200;9;7;112.94
202607;NORDESTE;201;9;8;57.31
202607;NORTE;201;9;8;57.31
202607;SUDESTE;201;9;8;57.31
202607;SUL;201;9;8;57.31
202607;NORDESTE;202;9;9;57.31
202607;NORTE;202;9;9;57.31
202607;SUDESTE;202;9;9;57.31
202607;SUL;202;9;9;57.31
202607;NORDESTE;203;9;10;57.31
202607;NORTE;203;9;10;57.31
202607;SUDESTE;203;9;10;57.31
202607;SUL;203;9;10;57.31
202607;NORDESTE;204;9;11;57.31
202607;NORTE;204;9;11;57.31
202607;SUDESTE;204;9;11;57.31
202607;SUL;204;9;11;57.31
202607;NORDESTE;205;9;12;57.31
202607;NORTE;205;9;12;57.31
202607;SUDESTE;205;9;12;57.31
202607;SUL;205;9;12;57.31
202607;NORDESTE;206;9;13;57.31
202607;NORTE;206;9;13;57.31
202607;SUDESTE;206;9;13;57.31
202607;SUL;206;9;13;57.31
202607;NORDESTE;207;9;14;57.31
202607;NORTE;207;9;14;57.31
202607;SUDESTE;207;9;14;57.31
202607;SUL;207;9;14;57.31
202607;NORDESTE;208;9;15;108.01
202607;NORTE;208;9;15;108.02
202607;SUDESTE;208;9;15;108.01
202607;SUL;208;9;15;108.01
202607;NORDESTE;209;9;16;164.79
202607;NORTE;209;9;16;164.8
202607;SUDESTE;209;9;16;164.8
202607;SUL;209;9;16;164.79
202607;NORDESTE;210;9;17;189.68
202607;NORTE;210;9;17;189.68
202607;SUDESTE;210;9;17;189.68
202607;SUL;210;9;17;189.68
202607;NORDESTE;211;9;18;195.12
202607;NORTE;211;9;18;195.13
202607;SUDESTE;211;9;18;195.13
202607;SUL;211;9;18;195.13
202607;NORDESTE;212;9;19;176.25
202607;NORTE;212;9;19;176.25
202607;SUDESTE;212;9;19;176.25
202607;SUL;212;9;19;176.25
202607;NORDESTE;213;9;20;171.31
202607;NORTE;213;9;20;171.32
202607;SUDESTE;213;9;20;171.32
202607;SUL;213;9;20;171.32
202607;NORDESTE;214;9;21;165.06
202607;NORTE;214;9;21;165.07
202607;SUDESTE;214;9;21;165.07
202607;SUL;214;9;21;165.07
202607;NORDESTE;215;9;22;161.04
202607;NORTE;215;9;22;161.05
202607;SUDESTE;215;9;22;161.05
202607;SUL;215;9;22;161.04
202607;NORDESTE;216;9;23;157.52
202607;NORTE;216;9;23;157.53
202607;SUDESTE;216;9;23;157.52
202607;SUL;216;9;23;157.52
202607;NORDESTE;169;8;0;157.37
202607;NORTE;169;8;0;157.38
202607;SUDESTE;169;8;0;157.37
202607;SUL;169;8;0;157.36
202607;NORDESTE;170;8;1;152.3
202607;NORTE;170;8;1;152.3
202607;SUDESTE;170;8;1;152.3
202607;SUL;170;8;1;152.29
202607;NORDESTE;171;8;2;149.93
202607;NORTE;171;8;2;149.94
202607;SUDESTE;171;8;2;149.94
202607;SUL;171;8;2;149.93
202607;NORDESTE;172;8;3;148.74
202607;NORTE;172;8;3;148.75
202607;SUDESTE;172;8;3;148.75
202607;SUL;172;8;3;148.74
202607;NORDESTE;173;8;4;150.73
202607;NORTE;173;8;4;150.74
202607;SUDESTE;173;8;4;150.74
202607;SUL;173;8;4;150.73
202607;NORDESTE;174;8;5;154.4
202607;NORTE;174;8;5;154.41
202607;SUDESTE;174;8;5;154.41
202607;SUL;174;8;5;154.4
202607;NORDESTE;175;8;6;158.55
202607;NORTE;175;8;6;158.56
202607;SUDESTE;175;8;6;158.55
202607;SUL;175;8;6;158.54
202607;NORDESTE;176;8;7;153.85
202607;NORTE;176;8;7;153.86
202607;SUDESTE;176;8;7;153.85
202607;SUL;176;8;7;153.85
202607;NORDESTE;177;8;8;70.13
202607;NORTE;177;8;8;70.14
202607;SUDESTE;177;8;8;70.13
202607;SUL;177;8;8;70.13
202607;NORDESTE;178;8;9;57.31
202607;NORTE;178;8;9;57.31
202607;SUDESTE;178;8;9;57.31
202607;SUL;178;8;9;57.31
202607;NORDESTE;179;8;10;57.31
202607;NORTE;179;8;10;57.31
202607;SUDESTE;179;8;10;57.31
202607;SUL;179;8;10;57.31
202607;NORDESTE;180;8;11;57.31
202607;NORTE;180;8;11;57.31
202607;SUDESTE;180;8;11;57.31
202607;SUL;180;8;11;57.31
202607;NORDESTE;181;8;12;57.31
202607;NORTE;181;8;12;57.31
202607;SUDESTE;181;8;12;57.31
202607;SUL;181;8;12;57.31
202607;NORDESTE;182;8;13;57.31
202607;NORTE;182;8;13;57.31
202607;SUDESTE;182;8;13;57.31
202607;SUL;182;8;13;57.31
202607;NORDESTE;183;8;14;57.31
202607;NORTE;183;8;14;57.31
202607;SUDESTE;183;8;14;57.31
202607;SUL;183;8;14;57.31
202607;NORDESTE;184;8;15;153.84
202607;NORTE;184;8;15;153.85
202607;SUDESTE;184;8;15;153.85
202607;SUL;184;8;15;153.84
202607;NORDESTE;185;8;16;169.89
202607;NORTE;185;8;16;169.9
202607;SUDESTE;185;8;16;169.9
202607;SUL;185;8;16;169.89
